group,cond,RQI,Phi_z,Syn_z
A,awake,-0.24528246468051695,-1.6958805372679597,1.4505980725874428
A,awake,-0.06934120507188185,-0.47025285419469026,0.4009116491228084
A,awake,-1.4260891712525134,-1.306892664363247,-0.11919650688926642
A,awake,-1.8110007677343014,-0.975666331750667,-0.8353344359836344
A,awake,-1.083637585162759,-0.35021715327513686,-0.7334204318876223
A,awake,-2.695711087643919,-0.8935366416478236,-1.8021744459960956
A,awake,-2.192715301541614,-1.0514783533840644,-1.1412369481575497
A,awake,-2.5760959881549907,-1.120972706548011,-1.4551232816069797
A,awake,-2.1157940370486905,-1.0072546740979136,-1.108539362950777
A,awake,1.4856150723985881,1.368188670415215,0.11742640198337304
A,awake,0.3595738353208058,1.2544706379651251,-0.8948968026443194
A,awake,0.3698223467481374,-0.7987716146060762,1.1685939613542136
A,awake,1.305908432118895,-0.7861362776671744,2.0920447097860695
A,awake,-0.21277076540335327,-0.7608656037893735,0.5480948383860202
A,awake,-0.9139641153329183,-0.6218768974614852,-0.29208721787143305
A,awake,-2.4081351930489214,-1.9801756183931947,-0.42795957465572654
A,awake,-0.7788534468292643,-0.9377603209339669,0.15890687410470264
A,awake,-1.1105946127493924,-0.8114069515449728,-0.29918766120441975
A,awake,-0.846891417075969,-0.994619337159017,0.14772792008304794
A,awake,0.13116611458775396,-0.8177246200144185,0.9488907346021724
A,awake,-0.9344413277265476,-0.7671832722588219,-0.1672580554677258
A,awake,-0.3897485876726089,-0.39444083256128515,0.004692244888676277
A,awake,-1.7455131008208191,-1.9169989336987039,0.17148583287788477
A,awake,-0.41141576665729174,-2.757248840135525,2.345833073478233
A,awake,0.09830695390310717,-1.1299979472186512,1.2283049011217584
A,awake,0.19021085920445058,0.8690928613286918,-0.6788820021242412
A,awake,0.04307889634594175,0.8690928613286918,-0.82601396498275
A,awake,-0.6004497598693828,-0.9314426524645186,0.3309928925951359
A,awake,1.0326153253418198,1.3239649911290718,-0.29134966578725213
A,awake,1.1772242358113474,0.9764932253093335,0.200731010502014
A,awake,1.089611529477246,0.9764932253093335,0.11311830416791238
A,awake,-0.8143159025302803,-1.3195280013021486,0.5052120987718683
A,awake,-1.1293526321505345,-0.8240422884838744,-0.30531034366666
A,awake,-2.9074557769935994,-0.5839708866447827,-2.3234848903488166
A,awake,0.2724792050902559,-0.4892058596030352,0.7616850646932911
A,awake,2.233659773164326,0.8375045189814402,1.3961552541828859
A,awake,0.2457980105473656,-0.798771614606071,1.0445696251534367
A,awake,0.08445695464190284,-0.5902885551142285,0.6747455097561313
A,awake,-0.19679488582907126,-0.419711506439086,0.22291662061001474
A,awake,-0.021738707863175888,-0.8303599569533228,0.8086212490901469
A,awake,1.818334886630089,1.4503183605180685,0.36801652611202046
A,awake,-0.2080080619744491,-0.7545479353199201,0.546539873345471
A,awake,-0.7478142900502507,-0.5902885551142285,-0.15752573493602218
A,awake,-0.9267863861953025,-0.9314426524645135,0.004656266269210974
A,awake,1.5924710978265146,0.995446230717686,0.5970248671088285
A,awake,0.636387740712542,1.0965289262288769,-0.46014118551633487
A,awake,-1.2024123702275769,-0.6850535821559736,-0.5173587880716034
A,awake,-1.712626806900302,-0.7671832722588244,-0.9454435346414775
A,awake,1.0362930485712114,0.9512225514315351,0.08507049713967624
A,awake,1.455474225978544,1.21656462714842,0.238909598830124
A,awake,-0.10045887532640507,-0.36285249021403854,0.26239361488763346
A,awake,0.06824104302823286,-0.7166419245032277,0.7848829675314606
A,awake,-3.78978193629904,-0.33126414786678937,-3.4585177884322507
A,awake,0.5061150887440446,0.9764932253093335,-0.4703781365652888
A,awake,-0.8756653815169265,-0.3565348217445927,-0.5191305597723338
A,awake,-0.8483912436616705,-0.43866451184743854,-0.409726731814232
A,awake,-2.9237851453908292,-0.5018411965419395,-2.42194394884889
A,awake,-1.7087793944291367,0.21205534050590247,-1.9208347349350392
A,awake,-0.25164600811861093,-0.45761751725577593,0.20597150913716503
A,awake,-1.7486031152670174,-0.5523825442975335,-1.1962205709694838
A,awake,-0.45311203383809967,-0.7987716146060736,0.34565958076797393
A,awake,-1.3061457494203175,-1.3827046859966496,0.07655893657633213
A,awake,-1.5764195297073393,-0.44498218031688686,-1.1314373493904524
A,awake,1.266378678195342,1.3050119857207219,-0.03863330752538005
A,awake,0.3795675120054087,1.2228822956178735,-0.8433147836124648
A,awake,-2.4281639582855448,-1.007254674097916,-1.420909284187629
A,awake,-3.047221450804561,-0.4892058596030352,-2.558015591201526
A,awake,-2.13557192580192,-1.9991286238015498,-0.1364433020003704
A,awake,0.009989781829948141,-0.6029238920531302,0.6129136738830784
A,awake,-0.28051300965130865,-0.6218768974614777,0.341363887810169
A,awake,0.22952543741393933,-0.4955235280724835,0.7250489654864228
A,awake,-1.1151195501318343,-0.5081588650113827,-0.6069606851204516
A,awake,0.430002707459998,-0.1859577730694452,0.6159604805294432
A,awake,-0.11549008081042045,-0.7166419245032277,0.6011518436928073
A,awake,0.1891237908782506,-0.685053582155971,0.8741773730342216
A,awake,-0.556728111976242,-0.9440779894034177,0.38734987742717575
A,awake,-0.374190204950897,-0.5334295388891835,0.15923933393828654
A,awake,-2.2987947952475283,-0.7671832722588219,-1.5316115229887066
A,awake,-1.3404039914591983,-0.8177246200144185,-0.5226793714447798
A,awake,-3.230222874369397,-0.779818609197726,-2.4504042651716706
A,awake,-1.6180772996673933,-1.4016576914049996,-0.21641960826239376
A,awake,-1.071669992529145,-1.4774697130383947,0.40579972050924956
A,awake,0.33201090113610965,-0.1859577730694452,0.5179686742055548
A,awake,-0.61704850385114,-0.9314426524645236,0.3143941486133837
A,awake,-0.15297404443222073,-0.8050892830755244,0.6521152386433037
A,awake,0.9350130845535781,1.431365355109711,-0.49635227055613285
A,awake,0.7694614097468853,1.5956247353154076,-0.8261633255685223
A,awake,1.6911289753122984,0.919634209084281,0.7714947662280175
A,awake,0.0750161613281003,-0.7987716146060736,0.8737877759341739
A,awake,-0.8604165392852678,-0.5271118704197302,-0.33330466886553767
A,awake,0.7732627326332848,-0.7987716146060762,1.572034347239361
A,awake,2.82297859031271,1.1344349370455742,1.6885436532671358
A,awake,1.4000519013961048,-0.2807228001111927,1.6807747015072976
A,awake,0.09959147794926343,-0.3944408325612877,0.49403231051055113
A,awake,-3.0690452751406223,-1.2473260759370153,-1.821719199203607
A,awake,-1.9214207783092614,-1.007254674097916,-0.9141661042113453
A,awake,-0.8519754043487393,-0.495523528072481,-0.35645187627625835
A,awake,1.8282252289373124,1.184976284801171,0.6432489441361414
A,awake,-0.8069174129454857,0.9764932253093335,-1.7834106382548192
A,awake,-0.030785301050230474,0.5342564324478476,-0.5650417334980781
A,awake,-0.496442550165474,0.6353391279590409,-1.131781678124515
A,awake,-3.344521677502544,-4.671502386378828,1.3269807088762835
A,awake,-2.2562699143472025,-0.685053582155976,-1.5712163321912265
A,awake,-1.952729911048091,-2.106528987782199,0.15379907673410828
A,awake,-0.6800651170341411,-0.8809013047089169,0.20083618767477582
A,awake,-2.961071444614105,-0.48920585960303775,-2.4718655850110673
A,awake,-0.475607685868089,-0.4955235280724911,0.01991584220440214
A,awake,-1.141135168103269,-0.7987716146060762,-0.3423635534971929
A,awake,0.7047258529883256,-0.4133938379696352,1.1181196909579607
A,awake,-0.5751221534023491,-0.4955235280724835,-0.07959862532986552
A,awake,-0.5131496822443409,-0.3944408325612877,-0.11870884968305319
A,awake,0.5237499531976815,0.07306663417799653,0.450683319019685
A,awake,2.2191688088712955,-0.381805495622381,2.6009743044936764
A,awake,1.3222282767580937,1.5198127136820128,-0.19758443692391894
A,awake,0.7996379619788324,0.6732451387757383,0.12639282320309406
A,awake,-0.296995270544576,-1.1904670597119653,0.8934717891673893
A,awake,-1.2804951104827673,-0.2807228001111952,-0.9997723103715721
A,awake,0.19425556409840977,-0.4955235280724835,0.6897790921708933
A,awake,0.2265743600472918,-0.4892058596030352,0.715780219650327
A,awake,-0.21574014576502787,-0.7987716146060762,0.5830314688410483
A,awake,0.5174996730860768,-0.9377603209339669,1.4552599940200437
A,awake,1.2387647677985596,-0.31862881092788764,1.5573935787264472
A,awake,0.4976959458292243,-0.7355949299115727,1.233290875740797
A,awake,0.02343489456425729,-1.070431358792417,1.0938662533566743
A,awake,2.318320965173913,1.2291999640873192,1.0891210010865937
A,awake,-0.9030871924498389,-0.2301814523555935,-0.6729057400942454
A,awake,-0.8999990233540942,-0.4070761695001894,-0.4929228538539049
A,awake,0.8744185584392514,1.4629536974569701,-0.5885351390177187
A,awake,-1.0307209764950804,-1.8854105913514547,0.8546896148563744
A,awake,0.6965270935371245,-0.5081588650113827,1.2046859585485072
A,awake,-0.7758447118373968,-0.9377603209339669,0.16191560909657005
A,awake,-1.5722146131139765,-1.3700693490577505,-0.20214526405622593
A,awake,-3.044968800217169,-2.049669971557144,-0.9952988286600251
A,awake,-2.9977066993125017,-0.18595777306944267,-2.811748926243059
A,awake,-1.7583722158846915,-0.8809013047089169,-0.8774709111757745
A,awake,0.4806023756097565,-0.4323468433779827,0.9129492189877392
A,awake,0.11972923937393143,-0.45761751725578603,0.5773467566297175
A,awake,-0.07242361497946898,-0.43234684337798013,0.35992322839851115
A,awake,-0.779744358172655,-0.685053582155976,-0.09469077601667901
A,awake,-0.6055811231286912,-0.6408299028698277,0.03524877974113649
A,awake,-1.7716806388916844,-0.7040065875643235,-1.0676740513273608
A,awake,-0.1960432283659772,-0.7987716146060762,0.602728386240099
A,awake,1.9465197739876752,1.121799600106675,0.8247201738810003
A,awake,-1.0408243605048795,-0.39444083256128515,-0.6463835279435944
A,awake,-0.7327018314966295,-0.1859577730694452,-0.5467440584271843
A,awake,1.0812571329992955,0.8375045189814351,0.24375261401786052
A,awake,1.2088852783074477,1.4945420398042144,-0.2856567614967666
A,awake,0.39869072051093224,1.355553333476316,-0.9568626129653837
A,awake,-0.016482320180629673,-0.5650178812364302,0.5485355610558005
A,awake,-0.7161187801940403,-0.6155592289920294,-0.10055955120201085
A,awake,-1.4739090215282042,-0.7355949299115777,-0.7383140916166265
A,awake,-2.286246441984998,-0.8809013047089219,-1.4053451372760761
A,awake,-0.33406307985140615,-0.786136277667177,0.4520731978157708
A,awake,-0.1257257931316259,-0.7987716146060736,0.6730458214744477
A,awake,0.5537525512217866,-0.6155592289920294,1.169311780213816
A,awake,-0.1528246836926369,-0.5271118704197302,0.37428718672709327
A,awake,1.5810225756269014,1.0459875784732802,0.5350349971536212
A,awake,-0.5810018214242525,-0.1859577730694452,-0.3950440483548073
A,awake,-0.3335465324735604,-0.5397472073586294,0.20620067488506894
A,awake,0.20659293617690466,-0.29967580551953765,0.5062687416964423
A,awake,0.7736388016300257,-0.2554521262333893,1.029090927863415
A,awake,0.8618049000792007,-0.29967580551953765,1.1614807055987384
A,awake,0.5414968971089245,-0.2301814523555935,0.771678349464518
A,awake,0.3225411481244568,-0.2807228001111952,0.603263948235652
A,awake,0.27620291552233167,-0.43234684337798013,0.7085497589003118
A,awake,3.1622628262242065,1.2734236433734751,1.8888391828507316
A,awake,1.2741868498425695,0.6669274703062926,0.6072593795362768
A,awake,1.2101039466453098,1.2797413118429184,-0.06963736519760859
A,awake,1.8416349078736385,1.469271365926401,0.3723635419472376
A,awake,-1.5437935375474932,-0.7355949299115753,-0.808198607635918
